,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,54.0,1,0,1,1,0,1,51.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,47.0,1,0,1,1,0,1,60.0,1,0,1,1,0,1,43.0,3,1,2,2,0,2,51.0,1,0,1,1,0,1,54.0,3,1,2,2,0,2,54.0,1.0,0.0,1.0,1,0,1.0,45.0,1.0,0.0,1.0,1,0,1.0,50.0,1,0,1,1,0,1,51.0,1,0,1,1,0,1,47.0,3,1,2,2,0,2,52.0,3,1,2,2,0,2,54.0,1,0,1,1,0,1,45.0,3,1,2,2,0,2,58.0,1,0,1,1,0,1,52.0
200,3,1,2,2,0,2,110.0,1,0,1,1,0,1,98.0,3,1,2,2,0,2,99.0,3,1,2,2,0,2,95.0,3,1,2,2,0,2,99.0,1,0,1,1,0,1,88.0,1,0,1,1,0,1,108.0,1,0,1,1,0,1,95.0,3,1,2,2,0,2,109.0,1,0,1,1,0,1,99.0,3,1,2,2,0,2,91.0,3.0,1.0,2.0,2,0,2.0,96.0,3.0,1.0,2.0,2,0,2.0,100.0,1,0,1,1,0,1,106.0,1,0,1,1,0,1,93.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,104.0,3,1,2,2,0,2,97.0,3,1,2,2,0,2,113.0,3,1,2,2,0,2,109.0
300,3,1,2,2,0,2,157.0,3,1,2,2,0,2,137.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,142.0,5,2,3,3,0,3,144.0,1,0,1,1,0,1,136.0,1,0,1,1,0,1,164.0,3,1,2,2,0,2,152.0,3,1,2,2,0,2,162.0,3,1,2,2,0,2,147.0,5,2,3,3,0,3,141.0,3.0,1.0,2.0,2,0,2.0,147.0,3.0,1.0,2.0,2,0,2.0,146.0,3,1,2,2,0,2,151.0,1,0,1,1,0,1,139.0,5,2,3,3,0,3,149.0,3,1,2,2,0,2,159.0,5,2,3,3,0,3,161.0,3,1,2,2,0,2,159.0,3,1,2,2,0,2,159.0
400,3,1,2,2,0,2,203.0,3,1,2,2,0,2,181.0,3,1,2,2,0,2,199.0,3,1,2,2,0,2,191.0,5,2,3,3,0,3,186.0,1,0,1,1,0,1,189.0,3,1,2,2,0,2,213.0,3,1,2,2,0,2,198.0,3,1,2,2,0,2,204.0,1,0,1,1,0,1,7.0,7,3,4,4,0,4,198.0,5.0,2.0,3.0,3,0,3.0,206.0,3.0,1.0,2.0,2,0,2.0,203.0,3,1,2,2,0,2,199.0,3,1,2,2,0,2,180.0,7,3,4,4,0,3,197.0,5,2,3,3,0,3,202.0,5,2,3,3,0,3,208.0,3,1,2,2,0,2,214.0,3,1,2,2,0,2,210.0
500,3,1,2,2,0,2,253.0,3,1,2,2,0,2,222.0,5,2,3,3,0,3,254.0,5,2,3,3,0,3,234.0,7,3,4,4,0,4,230.0,3,1,2,2,0,2,55.0,3,1,2,2,0,2,269.0,3,1,2,2,0,2,255.0,5,2,3,3,0,3,257.0,3,1,2,2,0,2,65.0,7,3,4,4,0,4,247.0,7.0,3.0,4.0,4,0,4.0,266.0,3.0,1.0,2.0,2,0,2.0,257.0,3,1,2,2,0,2,251.0,5,2,3,3,0,3,238.0,9,4,5,5,0,4,245.0,5,2,3,3,0,3,251.0,5,2,3,3,0,3,250.0,3,1,2,2,0,2,260.0,3,1,2,2,0,2,253.0
600,3,1,2,2,0,2,300.0,5,2,3,3,0,3,271.0,5,2,3,3,0,3,305.0,7,3,4,4,0,3,288.0,9,4,5,5,0,4,280.0,3,1,2,2,0,2,106.0,3,1,2,2,0,2,318.0,3,1,2,2,0,2,312.0,5,2,3,3,0,3,306.0,3,1,2,2,0,2,114.0,9,4,5,5,0,5,295.0,7.0,3.0,4.0,4,0,4.0,325.0,5.0,2.0,3.0,3,0,3.0,307.0,3,1,2,2,0,2,304.0,7,3,4,4,0,4,293.0,9,4,5,5,0,4,290.0,5,2,3,3,0,3,293.0,11,5,6,6,0,4,303.0,3,1,2,2,0,2,305.0,3,1,2,2,0,2,303.0
700,3,1,2,2,0,2,354.0,5,2,3,3,0,3,314.0,5,2,3,3,0,3,365.0,7,3,4,4,0,3,346.0,11,5,6,6,0,4,332.0,5,2,3,3,0,3,151.0,5,2,3,3,0,3,369.0,3,1,2,2,0,2,355.0,5,2,3,3,0,3,356.0,7,3,4,4,0,3,171.0,9,4,5,5,0,5,343.0,7.0,3.0,4.0,4,0,4.0,371.0,5.0,2.0,3.0,3,0,3.0,359.0,3,1,2,2,0,2,363.0,7,3,4,4,0,4,332.0,11,5,6,6,0,5,349.0,7,3,4,4,0,3,345.0,11,5,6,6,0,4,349.0,3,1,2,2,0,2,351.0,3,1,2,2,0,2,356.0
800,3,1,2,2,0,2,405.0,5,2,3,3,0,3,364.0,5,2,3,3,0,3,413.0,7,3,4,4,0,3,388.0,11,5,6,6,0,4,379.0,7,3,4,4,0,3,200.0,5,2,3,3,0,3,426.0,3,1,2,2,0,2,401.0,5,2,3,3,0,3,393.0,7,3,4,4,0,3,216.0,11,5,6,6,0,5,400.0,7.0,3.0,4.0,4,0,4.0,419.0,7.0,3.0,4.0,4,0,4.0,412.0,5,2,3,3,0,3,416.0,9,4,5,5,0,4,386.0,11,5,6,6,0,5,401.0,7,3,4,4,0,3,393.0,11,5,6,6,0,4,396.0,3,1,2,2,0,2,401.0,3,1,2,2,0,2,399.0
900,5,2,3,3,0,3,454.0,5,2,3,3,0,3,412.0,5,2,3,3,0,3,467.0,7,3,4,4,0,3,429.0,11,5,6,6,0,4,431.0,7,3,4,4,0,3,248.0,5,2,3,3,0,3,468.0,3,1,2,2,0,2,453.0,5,2,3,3,0,3,445.0,7,3,4,4,0,3,257.0,11,5,6,6,0,5,445.0,9.0,4.0,5.0,5,0,4.0,463.0,7.0,3.0,4.0,4,0,4.0,460.0,5,2,3,3,0,3,466.0,11,5,6,6,0,5,433.0,11,5,6,6,0,5,451.0,7,3,4,4,0,3,440.0,11,5,6,6,0,4,443.0,3,1,2,2,0,2,457.0,3,1,2,2,0,2,451.0
1000,5,2,3,3,0,3,505.0,7,3,4,4,0,4,461.0,5,2,3,3,0,3,520.0,7,3,4,4,0,3,474.0,11,5,6,6,0,4,476.0,9,4,5,5,0,4,295.0,5,2,3,3,0,3,514.0,3,1,2,2,0,2,503.0,7,3,4,4,0,3,500.0,7,3,4,4,0,3,303.0,15,7,8,8,0,6,494.0,9.0,4.0,5.0,5,0,4.0,515.0,7.0,3.0,4.0,4,0,4.0,508.0,5,2,3,3,0,3,512.0,11,5,6,6,0,5,481.0,11,5,6,6,0,5,502.0,7,3,4,4,0,3,489.0,11,5,6,6,0,4,499.0,3,1,2,2,0,2,508.0,3,1,2,2,0,2,498.0
