,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,1,0,1,1,0,1,47.0,1,0,1,1,0,1,48.0,1,0,1,1,0,1,54.0,1,0,1,1,0,1,52.0,3,1,2,2,0,2,50.0,1,0,1,1,0,1,41.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,49.0,1,0,1,1,0,1,48.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,44.0,1,0,1,1,0,1,55.0,1,0,1,1,0,1,45.0,1,0,1,1,0,1,55.0,1,0,1,1,0,1,52.0,1,0,1,1,0,1,45.0,3,1,2,2,0,2,54.0,3,1,2,2,0,2,52.0,1,0,1,1,0,1,54.0
200,3,1,2,2,0,2,95.0,1,0,1,1,0,1,94.0,3,1,2,2,0,2,111.0,3,1,2,2,0,2,102.0,3,1,2,2,0,2,101.0,1,0,1,1,0,1,83.0,3,1,2,2,0,2,97.0,1,0,1,1,0,1,98.0,3,1,2,2,0,2,98.0,1,0,1,1,0,1,95.0,1,0,1,1,0,1,91.0,3,1,2,2,0,2,93.0,1,0,1,1,0,1,93.0,3,1,2,2,0,2,93.0,1,0,1,1,0,1,113.0,1,0,1,1,0,1,103.0,3,1,2,2,0,2,97.0,3,1,2,2,0,2,107.0,3,1,2,2,0,2,109.0,1,0,1,1,0,1,95.0
300,3,1,2,2,0,2,146.0,3,1,2,2,0,2,150.0,3,1,2,2,0,2,159.0,3,1,2,2,0,2,156.0,3,1,2,2,0,2,142.0,3,1,2,2,0,2,130.0,3,1,2,2,0,2,146.0,3,1,2,2,0,2,145.0,3,1,2,2,0,2,140.0,3,1,2,2,0,2,151.0,3,1,2,2,0,2,137.0,5,2,3,3,0,3,145.0,1,0,1,1,0,1,146.0,3,1,2,2,0,2,145.0,3,1,2,2,0,2,162.0,3,1,2,2,0,2,158.0,3,1,2,2,0,2,150.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,157.0,3,1,2,2,0,2,150.0
400,3,1,2,2,0,2,198.0,3,1,2,2,0,2,196.0,3,1,2,2,0,2,208.0,3,1,2,2,0,2,209.0,3,1,2,2,0,2,194.0,3,1,2,2,0,2,178.0,3,1,2,2,0,2,198.0,3,1,2,2,0,2,196.0,3,1,2,2,0,2,192.0,3,1,2,2,0,2,203.0,3,1,2,2,0,2,188.0,5,2,3,3,0,3,201.0,1,0,1,1,0,1,210.0,3,1,2,2,0,2,194.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,204.0,5,2,3,3,0,3,203.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,206.0,3,1,2,2,0,2,197.0
500,3,1,2,2,0,2,249.0,3,1,2,2,0,2,254.0,3,1,2,2,0,2,261.0,5,2,3,3,0,3,256.0,3,1,2,2,0,2,241.0,3,1,2,2,0,2,222.0,3,1,2,2,0,2,245.0,3,1,2,2,0,2,246.0,5,2,3,3,0,3,242.0,3,1,2,2,0,2,245.0,3,1,2,2,0,2,229.0,5,2,3,3,0,3,250.0,1,0,1,1,0,1,259.0,3,1,2,2,0,2,248.0,3,1,2,2,0,2,256.0,3,1,2,2,0,2,263.0,5,2,3,3,0,3,250.0,3,1,2,2,0,2,255.0,3,1,2,2,0,2,262.0,3,1,2,2,0,2,237.0
600,3,1,2,2,0,2,296.0,3,1,2,2,0,2,300.0,3,1,2,2,0,2,300.0,5,2,3,3,0,3,298.0,7,3,4,4,0,3,293.0,3,1,2,2,0,2,273.0,3,1,2,2,0,2,295.0,3,1,2,2,0,2,291.0,5,2,3,3,0,3,287.0,3,1,2,2,0,2,293.0,3,1,2,2,0,2,286.0,7,3,4,4,0,3,295.0,1,0,1,1,0,1,304.0,5,2,3,3,0,3,292.0,3,1,2,2,0,2,308.0,3,1,2,2,0,2,308.0,5,2,3,3,0,3,302.0,3,1,2,2,0,2,310.0,5,2,3,3,0,3,306.0,3,1,2,2,0,2,292.0
700,5,2,3,3,0,3,348.0,3,1,2,2,0,2,351.0,3,1,2,2,0,2,352.0,5,2,3,3,0,3,351.0,7,3,4,4,0,3,339.0,3,1,2,2,0,2,327.0,3,1,2,2,0,2,349.0,3,1,2,2,0,2,347.0,5,2,3,3,0,3,338.0,5,2,3,3,0,3,355.0,3,1,2,2,0,2,350.0,7,3,4,4,0,3,339.0,3,1,2,2,0,2,351.0,5,2,3,3,0,3,344.0,3,1,2,2,0,2,356.0,3,1,2,2,0,2,352.0,5,2,3,3,0,3,353.0,5,2,3,3,0,3,368.0,7,3,4,4,0,3,367.0,3,1,2,2,0,2,340.0
800,7,3,4,4,0,3,409.0,3,1,2,2,0,2,404.0,3,1,2,2,0,2,403.0,5,2,3,3,0,3,414.0,7,3,4,4,0,3,384.0,3,1,2,2,0,2,383.0,5,2,3,3,0,3,407.0,5,2,3,3,0,3,403.0,5,2,3,3,0,3,385.0,5,2,3,3,0,3,400.0,3,1,2,2,0,2,398.0,7,3,4,4,0,3,378.0,3,1,2,2,0,2,393.0,5,2,3,3,0,3,392.0,3,1,2,2,0,2,399.0,3,1,2,2,0,2,405.0,5,2,3,3,0,3,410.0,5,2,3,3,0,3,416.0,7,3,4,4,0,3,416.0,5,2,3,3,0,3,397.0
900,7,3,4,4,0,3,458.0,3,1,2,2,0,2,454.0,5,2,3,3,0,3,448.0,5,2,3,3,0,3,456.0,9,4,5,5,0,4,435.0,3,1,2,2,0,2,436.0,7,3,4,4,0,3,450.0,5,2,3,3,0,3,449.0,7,3,4,4,0,3,445.0,5,2,3,3,0,3,446.0,3,1,2,2,0,2,444.0,9,4,5,5,0,4,426.0,3,1,2,2,0,2,451.0,5,2,3,3,0,3,439.0,5,2,3,3,0,3,446.0,3,1,2,2,0,2,452.0,5,2,3,3,0,3,456.0,5,2,3,3,0,3,467.0,7,3,4,4,0,3,469.0,5,2,3,3,0,3,449.0
1000,7,3,4,4,0,3,510.0,3,1,2,2,0,2,508.0,5,2,3,3,0,3,503.0,7,3,4,4,0,3,495.0,9,4,5,5,0,4,482.0,3,1,2,2,0,2,482.0,7,3,4,4,0,3,499.0,7,3,4,4,0,3,494.0,7,3,4,4,0,3,493.0,9,4,5,5,0,4,491.0,5,2,3,3,0,3,497.0,9,4,5,5,0,4,475.0,3,1,2,2,0,2,499.0,5,2,3,3,0,3,485.0,5,2,3,3,0,3,496.0,3,1,2,2,0,2,493.0,7,3,4,4,0,4,513.0,7,3,4,4,0,3,522.0,7,3,4,4,0,3,523.0,5,2,3,3,0,3,503.0
1100,9,4,5,5,0,4,565.0,3,1,2,2,0,2,562.0,5,2,3,3,0,3,550.0,7,3,4,4,0,3,548.0,9,4,5,5,0,4,536.0,3,1,2,2,0,2,539.0,7,3,4,4,0,3,554.0,7,3,4,4,0,3,545.0,7,3,4,4,0,3,544.0,9,4,5,5,0,4,541.0,5,2,3,3,0,3,552.0,9,4,5,5,0,4,517.0,3,1,2,2,0,2,544.0,5,2,3,3,0,3,536.0,5,2,3,3,0,3,550.0,3,1,2,2,0,2,533.0,7,3,4,4,0,4,560.0,7,3,4,4,0,3,565.0,7,3,4,4,0,3,578.0,5,2,3,3,0,3,557.0
1200,9,4,5,5,0,4,610.0,3,1,2,2,0,2,606.0,5,2,3,3,0,3,593.0,7,3,4,4,0,3,588.0,9,4,5,5,0,4,591.0,3,1,2,2,0,2,585.0,7,3,4,4,0,3,603.0,7,3,4,4,0,3,595.0,7,3,4,4,0,3,590.0,9,4,5,5,0,4,586.0,5,2,3,3,0,3,602.0,9,4,5,5,0,4,571.0,3,1,2,2,0,2,594.0,5,2,3,3,0,3,586.0,5,2,3,3,0,3,602.0,3,1,2,2,0,2,576.0,7,3,4,4,0,4,614.0,7,3,4,4,0,3,613.0,7,3,4,4,0,3,633.0,5,2,3,3,0,3,599.0
1300,9,4,5,5,0,4,657.0,3,1,2,2,0,2,652.0,5,2,3,3,0,3,629.0,7,3,4,4,0,3,636.0,9,4,5,5,0,4,635.0,5,2,3,3,0,3,640.0,7,3,4,4,0,3,652.0,7,3,4,4,0,3,645.0,7,3,4,4,0,3,635.0,9,4,5,5,0,4,633.0,5,2,3,3,0,3,646.0,11,5,6,6,0,4,626.0,3,1,2,2,0,2,642.0,5,2,3,3,0,3,636.0,5,2,3,3,0,3,653.0,3,1,2,2,0,2,625.0,7,3,4,4,0,4,674.0,7,3,4,4,0,3,654.0,7,3,4,4,0,3,694.0,5,2,3,3,0,3,644.0
