,n_nodes_000,n_branches_000,n_leaves_000,n_active_leaves_000,n_inactive_leaves_000,height_000,total_observed_weight_000,n_nodes_001,n_branches_001,n_leaves_001,n_active_leaves_001,n_inactive_leaves_001,height_001,total_observed_weight_001,n_nodes_002,n_branches_002,n_leaves_002,n_active_leaves_002,n_inactive_leaves_002,height_002,total_observed_weight_002,n_nodes_003,n_branches_003,n_leaves_003,n_active_leaves_003,n_inactive_leaves_003,height_003,total_observed_weight_003,n_nodes_004,n_branches_004,n_leaves_004,n_active_leaves_004,n_inactive_leaves_004,height_004,total_observed_weight_004,n_nodes_005,n_branches_005,n_leaves_005,n_active_leaves_005,n_inactive_leaves_005,height_005,total_observed_weight_005,n_nodes_006,n_branches_006,n_leaves_006,n_active_leaves_006,n_inactive_leaves_006,height_006,total_observed_weight_006,n_nodes_007,n_branches_007,n_leaves_007,n_active_leaves_007,n_inactive_leaves_007,height_007,total_observed_weight_007,n_nodes_008,n_branches_008,n_leaves_008,n_active_leaves_008,n_inactive_leaves_008,height_008,total_observed_weight_008,n_nodes_009,n_branches_009,n_leaves_009,n_active_leaves_009,n_inactive_leaves_009,height_009,total_observed_weight_009,n_nodes_010,n_branches_010,n_leaves_010,n_active_leaves_010,n_inactive_leaves_010,height_010,total_observed_weight_010,n_nodes_011,n_branches_011,n_leaves_011,n_active_leaves_011,n_inactive_leaves_011,height_011,total_observed_weight_011,n_nodes_012,n_branches_012,n_leaves_012,n_active_leaves_012,n_inactive_leaves_012,height_012,total_observed_weight_012,n_nodes_013,n_branches_013,n_leaves_013,n_active_leaves_013,n_inactive_leaves_013,height_013,total_observed_weight_013,n_nodes_014,n_branches_014,n_leaves_014,n_active_leaves_014,n_inactive_leaves_014,height_014,total_observed_weight_014,n_nodes_015,n_branches_015,n_leaves_015,n_active_leaves_015,n_inactive_leaves_015,height_015,total_observed_weight_015,n_nodes_016,n_branches_016,n_leaves_016,n_active_leaves_016,n_inactive_leaves_016,height_016,total_observed_weight_016,n_nodes_017,n_branches_017,n_leaves_017,n_active_leaves_017,n_inactive_leaves_017,height_017,total_observed_weight_017,n_nodes_018,n_branches_018,n_leaves_018,n_active_leaves_018,n_inactive_leaves_018,height_018,total_observed_weight_018,n_nodes_019,n_branches_019,n_leaves_019,n_active_leaves_019,n_inactive_leaves_019,height_019,total_observed_weight_019
100,17,8,9,9,0,7,616.0,13,6,7,7,0,5,570.0,11,5,6,6,0,5,616.0,17,8,9,9,0,7,596.0,13,6,7,7,0,5,621.0,9,4,5,5,0,4,589.0,7,3,4,4,0,4,572.0,13,6,7,7,0,5,622.0,15,7,8,8,0,6,569.0,9,4,5,5,0,4,584.0,17,8,9,9,0,6,588.0,11.0,5.0,6.0,6,0,5.0,576.0,9,4,5,5,0,4,598.0,17,8,9,9,0,6,610.0,13,6,7,7,0,5,537.0,9,4,5,5,0,4,636.0,11,5,6,6,0,4,587.0,13,6,7,7,0,5,581.0,15,7,8,8,0,6,615.0,15,7,8,8,0,6,607.0
200,29,14,15,15,0,9,1182.0,25,12,13,13,0,7,1176.0,23,11,12,12,0,7,1214.0,29,14,15,15,0,9,1175.0,25,12,13,13,0,6,1219.0,21,10,11,11,0,6,1228.0,19,9,10,10,0,6,1160.0,29,14,15,15,0,7,1261.0,25,12,13,13,0,8,1220.0,19,9,10,10,0,6,1238.0,29,14,15,15,0,8,1194.0,23.0,11.0,12.0,12,0,8.0,1178.0,23,11,12,12,0,6,1202.0,25,12,13,13,0,8,1209.0,29,14,15,15,0,6,1152.0,19,9,10,10,0,5,1227.0,27,13,14,14,0,6,1175.0,29,14,15,15,0,8,1159.0,25,12,13,13,0,7,1224.0,31,15,16,16,0,7,1263.0
300,35,17,18,18,0,10,1840.0,41,20,21,21,0,8,1744.0,31,15,16,16,0,7,1800.0,39,19,20,20,0,11,1743.0,39,19,20,20,0,7,1809.0,27,13,14,14,0,6,1791.0,25,12,13,13,0,7,1735.0,43,21,22,22,0,9,1840.0,35,17,18,18,0,9,1887.0,23,11,12,12,0,6,1832.0,35,17,18,18,0,9,1768.0,43.0,21.0,22.0,22,0,10.0,1776.0,31,15,16,16,0,6,1797.0,39,19,20,20,0,10,1782.0,45,22,23,23,0,7,1750.0,29,14,15,15,0,6,1842.0,37,18,19,19,0,8,1826.0,45,22,23,23,0,9,1766.0,37,18,19,19,0,9,1837.0,43,21,22,22,0,9,1848.0
400,53,26,27,27,0,11,2452.0,49,24,25,25,0,9,2339.0,45,22,23,23,0,8,2404.0,49,24,25,25,0,12,2328.0,55,27,28,28,0,8,2397.0,35,17,18,18,0,7,2402.0,39,19,20,20,0,8,2295.0,53,26,27,27,0,9,2429.0,53,26,27,27,0,10,2488.0,35,17,18,18,0,7,2452.0,51,25,26,26,0,10,2411.0,53.0,26.0,27.0,27,0,11.0,2343.0,43,21,22,22,0,8,2355.0,53,26,27,27,0,11,2352.0,59,29,30,30,0,8,2362.0,41,20,21,21,0,8,2456.0,51,25,26,26,0,9,2418.0,59,29,30,30,0,9,2389.0,53,26,27,27,0,9,2447.0,63,31,32,32,0,10,2466.0
500,63,31,32,32,0,12,3061.0,63,31,32,32,0,10,2939.0,59,29,30,30,0,9,3001.0,65,32,33,33,0,12,2937.0,69,34,35,35,0,9,2984.0,49,24,25,25,0,9,3018.0,49,24,25,25,0,10,2922.0,67,33,34,34,0,10,3065.0,67,33,34,34,0,11,3102.0,49,24,25,25,0,7,3069.0,67,33,34,34,0,11,3019.0,71.0,35.0,36.0,36,0,12.0,2916.0,55,27,28,28,0,9,2985.0,63,31,32,32,0,11,2912.0,67,33,34,34,0,9,2971.0,51,25,26,26,0,9,3073.0,55,27,28,28,0,9,3004.0,73,36,37,37,0,10,2972.0,69,34,35,35,0,11,3036.0,77,38,39,39,0,11,3047.0
600,73,36,37,37,0,12,3708.0,3,1,2,2,0,2,123.0,1,0,1,1,0,1,167.0,21,10,11,11,0,6,889.0,79,39,40,40,0,10,3561.0,13,6,7,7,0,4,568.0,67,33,34,34,0,10,3544.0,75,37,38,38,0,10,3668.0,79,39,40,40,0,11,3720.0,59,29,30,30,0,7,3661.0,77,38,39,39,0,11,3557.0,75.0,37.0,38.0,38,0,12.0,3483.0,71,35,36,36,0,9,3627.0,73,36,37,37,0,12,3543.0,79,39,40,40,0,9,3570.0,9,4,5,5,0,4,354.0,67,33,34,34,0,9,3606.0,7,3,4,4,0,4,333.0,87,43,44,44,0,12,3627.0,91,45,46,46,0,12,3643.0
700,93,46,47,47,0,13,4295.0,17,8,9,9,0,6,687.0,9,4,5,5,0,4,769.0,37,18,19,19,0,8,1493.0,85,42,43,43,0,10,4159.0,23,11,12,12,0,6,1158.0,73,36,37,37,0,11,4142.0,91,45,46,46,0,11,4205.0,87,43,44,44,0,12,4279.0,75,37,38,38,0,8,4280.0,93,46,47,47,0,12,4108.0,89.0,44.0,45.0,45,0,13.0,4122.0,81,40,41,41,0,9,4212.0,87,43,44,44,0,12,4117.0,87,43,44,44,0,9,4147.0,21,10,11,11,0,7,921.0,87,43,44,44,0,10,4227.0,15,7,8,8,0,7,949.0,99,49,50,50,0,12,4244.0,107,53,54,54,0,12,4246.0
800,107,53,54,54,0,13,4894.0,31,15,16,16,0,7,1256.0,25,12,13,13,0,6,1382.0,57,28,29,29,0,8,2099.0,99,49,50,50,0,11,4769.0,31,15,16,16,0,6,1731.0,89,44,45,45,0,11,4790.0,105,52,53,53,0,12,4762.0,107,53,54,54,0,12,4882.0,33,16,17,17,0,9,1577.0,103,51,52,52,0,12,4731.0,101.0,50.0,51.0,51,0,13.0,4703.0,93,46,47,47,0,10,4830.0,95,47,48,48,0,13,4690.0,103,51,52,52,0,10,4768.0,33,16,17,17,0,8,1558.0,97,48,49,49,0,11,4845.0,29,14,15,15,0,9,1571.0,107,53,54,54,0,12,4862.0,115,57,58,58,0,12,4792.0
900,123,61,62,62,0,13,5493.0,45,22,23,23,0,8,1905.0,37,18,19,19,0,8,1964.0,67,33,34,34,0,9,2695.0,105,52,53,53,0,11,5382.0,47,23,24,24,0,7,2306.0,99,49,50,50,0,12,5404.0,117,58,59,59,0,12,5358.0,115,57,58,58,0,12,5468.0,47,23,24,24,0,11,2207.0,121,60,61,61,0,12,5344.0,115.0,57.0,58.0,58,0,14.0,5278.0,55,27,28,28,0,10,2338.0,107,53,54,54,0,13,5273.0,39,19,20,20,0,7,1722.0,53,26,27,27,0,9,2128.0,41,20,21,21,0,9,1750.0,37,18,19,19,0,9,2166.0,29,14,15,15,0,8,1927.0,133,66,67,67,0,12,5367.0
1000,133,66,67,67,0,14,6080.0,55,27,28,28,0,8,2485.0,49,24,25,25,0,9,2575.0,77,38,39,39,0,10,3348.0,117,58,59,59,0,11,5985.0,59,29,30,30,0,8,2892.0,113,56,57,57,0,12,6012.0,131,65,66,66,0,12,5965.0,131,65,66,66,0,12,6045.0,61,30,31,31,0,12,2812.0,135,67,68,68,0,13,5963.0,125.0,62.0,63.0,63,0,14.0,5890.0,69,34,35,35,0,12,2948.0,125,62,63,63,0,13,5907.0,55,27,28,28,0,9,2312.0,57,28,29,29,0,9,2687.0,57,28,29,29,0,10,2374.0,47,23,24,24,0,10,2743.0,39,19,20,20,0,9,2572.0,145,72,73,73,0,13,5959.0
1100,149,74,75,75,0,14,6710.0,71,35,36,36,0,9,3129.0,61,30,31,31,0,9,3153.0,95,47,48,48,0,10,3942.0,125,62,63,63,0,11,6621.0,73,36,37,37,0,8,3499.0,117,58,59,59,0,12,6614.0,149,74,75,75,0,13,6597.0,143,71,72,72,0,12,6721.0,75,37,38,38,0,13,3431.0,151,75,76,76,0,13,6629.0,133.0,66.0,67.0,67,0,15.0,6457.0,79,39,40,40,0,12,3589.0,133,66,67,67,0,14,6486.0,71,35,36,36,0,9,2931.0,77,38,39,39,0,11,3290.0,75,37,38,38,0,12,2952.0,53,26,27,27,0,10,3354.0,53,26,27,27,0,9,3199.0,159,79,80,80,0,13,6582.0
1200,157,78,79,79,0,14,7371.0,81,40,41,41,0,9,3737.0,75,37,38,38,0,10,3718.0,109,54,55,55,0,11,4515.0,135,67,68,68,0,12,7216.0,81,40,41,41,0,8,4106.0,139,69,70,70,0,12,7214.0,163,81,82,82,0,13,7224.0,163,81,82,82,0,13,7336.0,87,43,44,44,0,13,4048.0,163,81,82,82,0,13,7210.0,153.0,76.0,77.0,77,0,15.0,7076.0,93,46,47,47,0,13,4170.0,143,71,72,72,0,14,7079.0,79,39,40,40,0,10,3502.0,85,42,43,43,0,11,3915.0,79,39,40,40,0,12,3584.0,67,33,34,34,0,10,3950.0,61,30,31,31,0,9,3787.0,175,87,88,88,0,13,7216.0
1300,171,85,86,86,0,15,7970.0,87,43,44,44,0,10,4328.0,83,41,42,42,0,10,4346.0,121,60,61,61,0,11,5092.0,147,73,74,74,0,12,7821.0,91,45,46,46,0,9,4664.0,157,78,79,79,0,12,7817.0,175,87,88,88,0,13,7856.0,171,85,86,86,0,13,7954.0,95,47,48,48,0,14,4637.0,179,89,90,90,0,14,7808.0,81.0,40.0,41.0,41,0,10.0,4300.0,109,54,55,55,0,13,4820.0,153,76,77,77,0,14,7706.0,95,47,48,48,0,11,4129.0,97,48,49,49,0,11,4569.0,97,48,49,49,0,13,4159.0,73,36,37,37,0,10,4518.0,79,39,40,40,0,10,4394.0,197,98,99,99,0,13,7850.0
1400,183,91,92,92,0,15,8557.0,105,52,53,53,0,10,4939.0,101,50,51,51,0,10,4954.0,133,66,67,67,0,11,5672.0,155,77,78,78,0,12,8406.0,99,49,50,50,0,10,5249.0,167,83,84,84,0,13,8442.0,183,91,92,92,0,14,8435.0,191,95,96,96,0,14,8587.0,113,56,57,57,0,14,5244.0,191,95,96,96,0,15,8431.0,93.0,46.0,47.0,47,0,11.0,4915.0,121,60,61,61,0,14,5390.0,167,83,84,84,0,14,8315.0,105,52,53,53,0,11,4724.0,109,54,55,55,0,12,5185.0,107,53,54,54,0,13,4746.0,89,44,45,45,0,11,5105.0,93,46,47,47,0,11,4953.0,209,104,105,105,0,13,8484.0
1500,191,95,96,96,0,15,9133.0,119,59,60,60,0,10,5522.0,3,1,2,2,0,2,115.0,147,73,74,74,0,12,6256.0,171,85,86,86,0,13,9016.0,115,57,58,58,0,10,5827.0,171,85,86,86,0,13,9017.0,197,98,99,99,0,14,9042.0,203,101,102,102,0,14,9171.0,121,60,61,61,0,15,5814.0,199,99,100,100,0,15,9030.0,111.0,55.0,56.0,56,0,11.0,5518.0,133,66,67,67,0,14,6011.0,187,93,94,94,0,15,8913.0,117,58,59,59,0,11,5308.0,115,57,58,58,0,12,5820.0,121,60,61,61,0,14,5345.0,97,48,49,49,0,11,5676.0,97,48,49,49,0,11,5579.0,221,110,111,111,0,13,9058.0
1600,93,46,47,47,0,12,4293.0,131,65,66,66,0,11,6122.0,21,10,11,11,0,7,760.0,159,79,80,80,0,12,6855.0,183,91,92,92,0,13,9605.0,133,66,67,67,0,11,6421.0,183,91,92,92,0,13,9661.0,211,105,106,106,0,14,9584.0,203,101,102,102,0,14,9807.0,133,66,67,67,0,15,6402.0,209,104,105,105,0,15,9648.0,125.0,62.0,63.0,63,0,12.0,6128.0,143,71,72,72,0,14,6630.0,199,99,100,100,0,15,9554.0,133,66,67,67,0,11,5937.0,125,62,63,63,0,13,6446.0,135,67,68,68,0,15,5931.0,107,53,54,54,0,11,6300.0,107,53,54,54,0,11,6132.0,225,112,113,113,0,13,9647.0
1700,107,53,54,54,0,12,4922.0,149,74,75,75,0,11,6725.0,33,16,17,17,0,9,1356.0,167,83,84,84,0,12,7471.0,195,97,98,98,0,13,10212.0,149,74,75,75,0,11,7030.0,205,102,103,103,0,14,10294.0,227,113,114,114,0,14,10170.0,211,105,106,106,0,15,10402.0,147,73,74,74,0,16,7017.0,221,110,111,111,0,15,10215.0,133.0,66.0,67.0,67,0,13.0,6705.0,157,78,79,79,0,14,7249.0,211,105,106,106,0,15,10171.0,145,72,73,73,0,11,6563.0,135,67,68,68,0,13,7016.0,149,74,75,75,0,15,6505.0,119,59,60,60,0,11,6872.0,117,58,59,59,0,11,6738.0,21,10,11,11,0,6,993.0
1800,121,60,61,61,0,13,5515.0,157,78,79,79,0,12,7310.0,43,21,22,22,0,10,1928.0,179,89,90,90,0,12,8064.0,165,82,83,83,0,13,7200.0,155,77,78,78,0,11,7575.0,1,0,1,1,0,1,37.0,43,21,22,22,0,9,1701.0,223,111,112,112,0,15,10938.0,165,82,83,83,0,16,7613.0,233,116,117,117,0,15,10828.0,143.0,71.0,72.0,72,0,13.0,7289.0,175,87,88,88,0,15,7812.0,1,0,1,1,0,1,15.0,157,78,79,79,0,11,7140.0,49,24,25,25,0,9,1958.0,163,81,82,82,0,16,7131.0,133,66,67,67,0,12,7496.0,127,63,64,64,0,11,7346.0,37,18,19,19,0,8,1573.0
1900,135,67,68,68,0,14,6153.0,173,86,87,87,0,12,7921.0,53,26,27,27,0,10,2513.0,195,97,98,98,0,12,8657.0,177,88,89,89,0,13,7762.0,161,80,81,81,0,12,8175.0,11,5,6,6,0,5,658.0,59,29,30,30,0,10,2302.0,243,121,122,122,0,15,11543.0,173,86,87,87,0,16,8190.0,245,122,123,123,0,15,11458.0,153.0,76.0,77.0,77,0,13.0,7914.0,187,93,94,94,0,15,8471.0,13,6,7,7,0,5,604.0,171,85,86,86,0,11,7729.0,59,29,30,30,0,10,2575.0,177,88,89,89,0,16,7729.0,145,72,73,73,0,12,8109.0,135,67,68,68,0,12,7988.0,49,24,25,25,0,10,2164.0
2000,141,70,71,71,0,14,6727.0,181,90,91,91,0,12,8487.0,67,33,34,34,0,11,3130.0,211,105,106,106,0,12,9246.0,185,92,93,93,0,13,8390.0,171,85,86,86,0,13,8774.0,25,12,13,13,0,8,1283.0,75,37,38,38,0,11,2952.0,253,126,127,127,0,15,12122.0,181,90,91,91,0,16,8745.0,257,128,129,129,0,15,12087.0,163.0,81.0,82.0,82,0,13.0,8517.0,195,97,98,98,0,15,9082.0,25,12,13,13,0,7,1197.0,189,94,95,95,0,11,8383.0,73,36,37,37,0,10,3185.0,189,94,95,95,0,16,8311.0,159,79,80,80,0,12,8709.0,155,77,78,78,0,12,8655.0,65,32,33,33,0,11,2795.0
2100,155,77,78,78,0,14,7330.0,199,99,100,100,0,12,9091.0,87,43,44,44,0,12,3745.0,227,113,114,114,0,13,9860.0,199,99,100,100,0,13,8977.0,183,91,92,92,0,13,9354.0,31,15,16,16,0,8,1869.0,89,44,45,45,0,12,3538.0,275,137,138,138,0,16,12750.0,197,98,99,99,0,16,9312.0,267,133,134,134,0,15,12699.0,179.0,89.0,90.0,90,0,14.0,9138.0,211,105,106,106,0,15,9668.0,37,18,19,19,0,8,1810.0,193,96,97,97,0,12,8914.0,83,41,42,42,0,10,3784.0,195,97,98,98,0,16,8910.0,169,84,85,85,0,12,9337.0,169,84,85,85,0,12,9252.0,79,39,40,40,0,11,3379.0
2200,165,82,83,83,0,14,7927.0,219,109,110,110,0,12,9647.0,97,48,49,49,0,12,4345.0,239,119,120,120,0,13,10447.0,211,105,106,106,0,14,9558.0,195,97,98,98,0,13,9965.0,45,22,23,23,0,9,2435.0,93,46,47,47,0,12,4171.0,71,35,36,36,0,12,3738.0,207,103,104,104,0,16,9937.0,279,139,140,140,0,15,13284.0,193.0,96.0,97.0,97,0,14.0,9774.0,221,110,111,111,0,15,10222.0,57,28,29,29,0,9,2436.0,205,102,103,103,0,12,9528.0,95,47,48,48,0,11,4375.0,209,104,105,105,0,16,9461.0,179,89,90,90,0,12,9926.0,179,89,90,90,0,13,9873.0,87,43,44,44,0,11,4002.0
2300,179,89,90,90,0,14,8536.0,227,113,114,114,0,13,10228.0,109,54,55,55,0,12,4990.0,253,126,127,127,0,13,11047.0,225,112,113,113,0,14,10171.0,105,52,53,53,0,11,4693.0,57,28,29,29,0,9,3020.0,99,49,50,50,0,12,4786.0,87,43,44,44,0,13,4344.0,225,112,113,113,0,16,10527.0,287,143,144,144,0,15,13899.0,205.0,102.0,103.0,103,0,14.0,10363.0,231,115,116,116,0,15,10805.0,73,36,37,37,0,10,3051.0,219,109,110,110,0,12,10091.0,105,52,53,53,0,11,4981.0,225,112,113,113,0,16,10022.0,91,45,46,46,0,12,3978.0,181,90,91,91,0,13,10463.0,97,48,49,49,0,12,4616.0
2400,205,102,103,103,0,14,9137.0,237,118,119,119,0,13,10855.0,127,63,64,64,0,13,5606.0,265,132,133,133,0,13,11656.0,231,115,116,116,0,14,10755.0,115,57,58,58,0,11,5311.0,11,5,6,6,0,4,562.0,113,56,57,57,0,12,5371.0,101,50,51,51,0,13,4918.0,237,118,119,119,0,16,11123.0,297,148,149,149,0,15,14490.0,227.0,113.0,114.0,114,0,14.0,10948.0,249,124,125,125,0,16,11390.0,83,41,42,42,0,10,3663.0,235,117,118,118,0,12,10731.0,125,62,63,63,0,12,5586.0,237,118,119,119,0,16,10640.0,105,52,53,53,0,12,4616.0,195,97,98,98,0,14,11037.0,113,56,57,57,0,12,5286.0
2500,213,106,107,107,0,14,9738.0,247,123,124,124,0,13,11415.0,137,68,69,69,0,13,6221.0,275,137,138,138,0,14,12251.0,255,127,128,128,0,14,11343.0,123,61,62,62,0,11,5913.0,25,12,13,13,0,6,1139.0,125,62,63,63,0,12,5991.0,113,56,57,57,0,14,5522.0,241,120,121,121,0,16,11778.0,211,105,106,106,0,11,9140.0,229.0,114.0,115.0,115,0,14.0,11556.0,261,130,131,131,0,16,11979.0,95,47,48,48,0,10,4272.0,245,122,123,123,0,13,11296.0,133,66,67,67,0,12,6158.0,255,127,128,128,0,17,11200.0,121,60,61,61,0,12,5215.0,201,100,101,101,0,14,11621.0,121,60,61,61,0,12,5905.0
